category,size_mb,installs,price,content_rating,reviews,update_days,num_screenshots,has_ads,is_free,rating
Lifestyle,161.66,100,0.0,Everyone 10+,5788,256,4,0,1,4.4
Shopping,152.84,10000,0.0,Everyone,12745,450,3,0,1,4.3
Dating,77.85,100000,0.0,Mature 17+,2591,721,2,1,1,3.4
Tools,190.92,100,1.99,Mature 17+,1301,404,8,0,0,4.0
Shopping,182.22,100,2.99,Everyone 10+,3334,655,5,1,0,3.8
Entertainment,192.5,50000,0.0,Everyone,1589,580,3,0,1,3.8
Shopping,86.16,100000,1.99,Everyone 10+,5206,54,4,0,0,4.2
Communication,40.3,50000,0.0,Mature 17+,33284,407,8,1,1,4.2
Books & Reference,125.71,10000,0.0,Teen,1538,385,7,1,1,3.9
Events,137.27,50000,0.0,Mature 17+,20466,242,2,0,1,4.8
Tools,25.96,1000,1.99,Everyone,9180,47,1,1,0,4.0
Productivity,157.51,1000000,0.0,Mature 17+,12026,115,8,1,1,4.8
News & Magazines,4.59,10000,0.0,Adults only 18+,2237,708,5,0,1,4.0
Entertainment,97.06,500,0.99,Mature 17+,1970,130,7,1,0,3.9
Education,66.87,50000000,0.0,Adults only 18+,2132,557,6,1,1,4.4
Photography,148.32,5000000,0.99,Everyone 10+,13198,155,3,0,0,4.4
Maps & Navigation,63.24,5000000,0.0,Adults only 18+,16530,495,2,0,1,4.1
Weather,165.53,100000,0.0,Mature 17+,30346,82,4,1,1,4.4
Photography,119.4,1000,0.0,Mature 17+,6094,669,8,1,1,3.7
Personalization,158.98,100,0.0,Mature 17+,7438,25,4,1,1,4.6
Weather,197.88,1000,0.0,Everyone,7609,334,2,0,1,4.0
Finance,136.15,1000000,9.99,Everyone 10+,3775,182,7,1,0,4.4
Food & Drink,197.01,10000,0.0,Adults only 18+,4774,432,4,0,1,4.0
Personalization,6.74,100000,0.0,Teen,22514,174,6,0,1,4.9
Productivity,68.29,1000,0.0,Adults only 18+,5054,41,8,1,1,4.2
Travel & Local,22.46,5000,0.99,Mature 17+,24400,445,7,1,0,4.1
Lifestyle,53.2,100,0.0,Teen,4371,395,5,1,1,3.9
Music & Audio,167.94,1000,9.99,Teen,4984,288,1,1,0,3.8
Productivity,7.43,100000,9.99,Adults only 18+,9859,561,7,1,0,3.7
Parenting,104.52,5000,0.0,Adults only 18+,1306,262,4,0,1,4.0
Food & Drink,113.86,500,0.0,Adults only 18+,30622,57,4,1,1,4.3
Medical,112.67,10000,4.99,Adults only 18+,20604,6,1,1,0,4.5
Finance,95.58,10000,0.0,Everyone 10+,13322,559,5,0,1,4.0
Medical,158.33,500,1.99,Everyone,53200,575,5,0,0,4.1
Finance,27.58,10000000,9.99,Everyone,194,579,5,0,0,4.1
Education,62.8,50000,9.99,Adults only 18+,6353,695,6,0,0,4.3
Communication,123.53,5000000,0.0,Everyone,23452,162,7,0,1,4.7
Sports,138.5,5000,0.0,Adults only 18+,6809,297,4,1,1,4.4
Health & Fitness,81.43,100,0.0,Adults only 18+,63,617,8,0,1,4.1
Video Players,175.2,1000,9.99,Adults only 18+,2060,57,7,0,0,3.9
Medical,83.68,1000000,0.99,Everyone 10+,6831,528,4,0,0,4.6
Libraries & Demo,81.15,5000000,0.0,Mature 17+,13230,59,8,1,1,4.8
Business,8.21,100000,0.0,Everyone,2130,166,5,0,1,4.0
Finance,110.68,50000,0.0,Everyone,7131,546,4,1,1,4.2
Productivity,142.03,100,0.0,Everyone 10+,154,46,7,1,1,4.3
News & Magazines,23.77,1000000,0.0,Everyone 10+,7790,47,3,1,1,4.2
Personalization,61.78,1000000,0.0,Adults only 18+,27152,390,7,1,1,4.6
Libraries & Demo,156.47,100,0.0,Adults only 18+,10899,252,4,1,1,3.9
Health & Fitness,73.82,50000,4.99,Mature 17+,6972,166,6,0,0,4.4
Video Players,49.08,100000,0.0,Everyone,2125,368,5,1,1,3.9
Business,134.77,500,0.0,Everyone 10+,2714,379,7,1,1,4.2
Personalization,40.15,5000000,0.0,Mature 17+,955,317,2,0,1,4.5
Tools,179.23,500000,0.0,Everyone,16277,132,8,0,1,4.7
Events,22.01,500000,4.99,Mature 17+,963,389,5,1,0,4.2
Maps & Navigation,141.6,50000,1.99,Mature 17+,5813,582,2,0,0,4.2
Finance,100.41,1000000,0.0,Adults only 18+,16628,572,4,1,1,4.5
Education,174.12,1000,1.99,Mature 17+,14972,717,4,0,0,4.0
Entertainment,26.11,500,1.99,Adults only 18+,10340,348,6,1,0,3.4
Lifestyle,135.9,500,0.0,Everyone,10164,618,2,1,1,3.8
Communication,114.84,50000,4.99,Everyone,1136,497,7,1,0,3.9
Food & Drink,96.54,100000,0.0,Adults only 18+,2307,696,5,0,1,4.4
Education,98.79,50000,9.99,Teen,9182,511,1,0,0,3.7
Social,144.67,10000000,0.0,Mature 17+,5134,519,7,0,1,4.3
Auto & Vehicles,187.61,1000,0.0,Everyone,229,452,1,0,1,4.2
Business,19.16,10000,0.0,Mature 17+,19204,543,5,1,1,4.2
Tools,4.88,500000,4.99,Teen,12729,216,4,0,0,4.6
Medical,161.34,50000,0.0,Mature 17+,4730,470,2,0,1,4.2
Dating,22.53,500,0.0,Teen,1240,304,7,1,1,4.1
Art & Design,197.35,100000,9.99,Everyone 10+,10734,298,2,1,0,4.0
Parenting,124.25,500000,1.99,Teen,5143,346,5,0,0,4.1
Lifestyle,130.52,5000,1.99,Everyone,3539,286,5,1,0,4.0
Communication,40.58,50000000,0.0,Adults only 18+,15339,126,3,0,1,4.8
Productivity,48.82,100,1.99,Adults only 18+,4773,51,6,0,0,4.2
Books & Reference,132.21,500,0.0,Mature 17+,1755,419,8,0,1,4.1
Comics,182.04,5000,0.0,Everyone 10+,7885,702,2,1,1,3.9
Video Players,196.5,100000,0.0,Mature 17+,21156,51,6,1,1,4.4
Medical,40.41,500,0.0,Teen,22738,471,3,1,1,4.3
Social,27.69,50000,0.0,Adults only 18+,22713,376,4,1,1,4.1
Entertainment,12.22,500,0.0,Teen,6556,365,2,1,1,3.7
Shopping,173.79,50000000,0.0,Adults only 18+,18781,232,6,0,1,4.6
Medical,59.65,100000,1.99,Adults only 18+,22784,690,5,0,0,4.7
Beauty,1.36,500,0.0,Adults only 18+,7384,670,5,1,1,4.1
Food & Drink,45.54,1000,0.99,Everyone,4606,659,4,0,0,4.3
Sports,68.75,1000000,0.0,Teen,14527,480,6,0,1,4.5
Music & Audio,198.21,5000,0.0,Mature 17+,28180,306,6,1,1,4.3
Sports,105.18,10000,0.0,Everyone 10+,42972,438,1,1,1,4.5
Dating,41.74,1000000,0.0,Mature 17+,4114,251,8,1,1,4.1
Art & Design,67.63,100000,1.99,Teen,37530,342,3,0,0,4.2
Beauty,66.73,500000,0.99,Everyone 10+,8301,132,5,1,0,4.7
Food & Drink,4.93,10000000,1.99,Mature 17+,4384,524,6,0,0,4.6
Sports,27.9,1000,4.99,Everyone 10+,53479,655,7,1,0,4.0
Productivity,139.34,10000000,0.99,Teen,25226,506,2,1,0,4.0
Game,24.93,10000000,0.99,Adults only 18+,14148,399,6,1,0,3.9
Comics,46.92,5000,0.99,Teen,27039,118,2,1,0,4.1
Weather,70.8,100000,0.0,Everyone,13729,61,8,1,1,4.7
News & Magazines,151.79,5000,4.99,Everyone 10+,6966,181,7,0,0,3.7
Libraries & Demo,116.9,500,2.99,Teen,35490,313,2,0,0,4.4
News & Magazines,138.11,5000000,0.99,Adults only 18+,39643,265,4,1,0,4.5
Events,113.84,50000,0.0,Adults only 18+,4526,29,7,1,1,4.1
Medical,137.03,1000000,1.99,Teen,5251,263,1,0,0,4.4
Music & Audio,1.57,500,0.0,Mature 17+,5789,712,8,1,1,3.9
Maps & Navigation,186.25,100,0.0,Teen,20722,617,3,1,1,3.7
Health & Fitness,23.07,500000,0.0,Adults only 18+,18793,591,2,0,1,4.6
House & Home,81.84,100,0.99,Teen,48976,656,2,0,0,4.1
Video Players,154.44,100,0.0,Everyone,7511,711,8,0,1,4.3
Art & Design,87.61,1000,0.0,Mature 17+,16017,618,5,0,1,3.7
Beauty,189.42,10000,0.0,Teen,23315,339,8,0,1,4.3
Libraries & Demo,94.05,50000000,1.99,Adults only 18+,3000,422,1,1,0,4.2
Personalization,175.11,1000000,0.0,Teen,11629,89,5,0,1,4.8
Events,162.35,10000000,0.0,Teen,9521,332,8,0,1,4.6
Finance,196.22,5000000,0.0,Everyone 10+,16296,431,4,0,1,4.7
Entertainment,185.38,500,0.0,Teen,14266,152,4,0,1,4.3
Weather,179.73,50000000,0.0,Everyone,20106,708,3,0,1,4.5
Libraries & Demo,146.59,50000000,0.0,Adults only 18+,4473,126,7,1,1,4.2
Dating,74.03,100,0.0,Everyone 10+,2926,43,4,1,1,4.1
Finance,22.12,100,0.0,Teen,19629,421,7,0,1,4.0
Photography,138.04,500000,9.99,Mature 17+,5366,685,3,1,0,3.7
Sports,195.75,5000000,9.99,Everyone,4069,490,5,1,0,3.9
Dating,145.59,5000000,9.99,Everyone,4928,566,2,1,0,4.2
Sports,185.82,5000000,0.0,Everyone,824,253,2,1,1,4.0
Shopping,161.06,500,0.0,Everyone 10+,17801,708,7,1,1,4.1
Dating,33.46,1000000,9.99,Teen,15070,484,1,0,0,4.2
Sports,50.59,1000000,0.99,Everyone,9654,293,4,1,0,4.3
Sports,69.03,500,0.0,Teen,15109,217,1,0,1,4.0
Social,34.48,1000,0.0,Mature 17+,5604,169,1,0,1,4.1
Lifestyle,116.75,500,0.0,Teen,4201,640,2,1,1,3.6
Education,195.11,50000,0.0,Teen,23792,385,4,0,1,4.1
Game,152.53,100000,1.99,Teen,6588,16,2,0,0,4.5
Music & Audio,85.25,50000000,0.0,Adults only 18+,2617,37,7,1,1,4.4
Food & Drink,1.9,50000,0.0,Everyone 10+,16590,421,6,0,1,4.4
Sports,63.34,1000,0.0,Teen,4911,296,1,1,1,4.3
Tools,105.83,50000000,0.0,Everyone,2857,435,8,1,1,4.6
Food & Drink,65.53,1000,0.99,Adults only 18+,331,320,4,0,0,3.8
Comics,23.1,50000000,0.0,Teen,42322,626,8,1,1,4.6
Maps & Navigation,89.11,500,0.0,Adults only 18+,7557,534,6,1,1,4.2
Business,51.4,500,0.0,Everyone 10+,2117,299,6,1,1,3.7
Productivity,181.94,10000000,1.99,Adults only 18+,17016,574,6,1,0,4.0
Auto & Vehicles,21.25,50000000,9.99,Everyone,26234,694,7,1,0,4.2
Entertainment,10.78,10000,0.99,Teen,9009,16,2,1,0,4.2
Travel & Local,2.06,10000000,0.0,Everyone,345,395,3,1,1,4.5
Business,66.29,10000000,4.99,Mature 17+,5452,277,6,0,0,4.3
Game,132.42,500000,0.0,Adults only 18+,3342,649,3,1,1,4.2
Art & Design,146.35,50000,9.99,Adults only 18+,12140,283,5,1,0,4.3
Maps & Navigation,91.2,1000000,0.0,Adults only 18+,8779,639,5,1,1,3.8
Weather,137.18,10000000,1.99,Everyone 10+,5276,86,4,0,0,4.5
Events,72.62,10000,0.0,Everyone,12547,207,5,0,1,4.8
News & Magazines,133.89,5000000,2.99,Mature 17+,10537,663,8,1,0,4.1
Shopping,9.08,5000,0.0,Everyone 10+,28436,563,7,1,1,4.1
Productivity,78.76,1000000,9.99,Everyone 10+,10900,477,4,1,0,4.0
Parenting,158.38,50000000,9.99,Teen,8504,592,1,0,0,4.3
Social,160.8,5000000,0.0,Mature 17+,20825,131,3,0,1,4.0
Food & Drink,143.51,10000000,0.0,Adults only 18+,2714,400,4,1,1,4.7
Game,41.64,10000,0.0,Adults only 18+,3350,136,7,0,1,4.6
Art & Design,50.19,100,0.0,Teen,18366,346,7,1,1,4.4
News & Magazines,199.22,10000,0.0,Adults only 18+,7008,170,1,1,1,3.8
Comics,21.57,10000,4.99,Everyone,6316,163,3,1,0,4.5
Sports,36.95,10000,0.0,Adults only 18+,26173,199,2,0,1,4.8
Lifestyle,26.88,500,9.99,Everyone,11303,48,1,0,0,4.6
Business,66.2,50000,0.0,Teen,19489,494,8,0,1,4.5
Video Players,42.82,10000,0.0,Teen,19919,103,2,1,1,4.3
Business,100.04,500,2.99,Everyone,1534,548,5,1,0,3.9
Beauty,95.73,50000000,0.0,Adults only 18+,12725,6,7,0,1,4.9
Personalization,180.4,5000000,0.0,Teen,36568,711,4,1,1,4.6
Entertainment,7.91,500000,0.0,Teen,7848,12,3,0,1,4.2
Entertainment,64.66,50000,0.0,Everyone,15809,103,7,0,1,4.7
Medical,119.73,10000000,0.0,Teen,10037,699,8,1,1,4.6
Lifestyle,121.36,5000000,0.0,Adults only 18+,2751,690,8,0,1,4.6
News & Magazines,96.55,50000000,0.0,Teen,2606,427,5,1,1,4.2
Health & Fitness,163.32,10000000,0.0,Everyone,6826,171,1,1,1,4.5
Education,13.48,1000,9.99,Adults only 18+,7916,689,7,1,0,4.1
Art & Design,163.28,1000000,0.99,Mature 17+,8393,89,5,0,0,4.5
Food & Drink,99.46,10000000,0.0,Everyone,37213,716,2,0,1,4.2
Books & Reference,27.62,10000000,0.99,Mature 17+,1268,439,8,0,0,4.6
Art & Design,177.25,5000,0.99,Teen,5747,347,7,0,0,4.3
Weather,130.2,1000,9.99,Adults only 18+,8672,211,2,1,0,3.6
Sports,33.55,100000,0.0,Teen,39599,725,6,0,1,4.1
Video Players,7.7,50000000,9.99,Adults only 18+,8422,434,4,0,0,4.4
Dating,29.08,500000,0.0,Everyone 10+,17915,533,5,1,1,4.9
Shopping,122.15,100000,9.99,Teen,16601,600,6,1,0,4.0
Beauty,36.68,100,0.0,Teen,10029,525,3,1,1,3.7
Finance,45.93,100,0.0,Teen,1681,426,2,1,1,3.7
Art & Design,6.0,10000,0.0,Everyone,2962,120,8,0,1,4.6
Business,144.86,500000,1.99,Adults only 18+,3295,178,1,1,0,4.5
Travel & Local,162.26,5000000,1.99,Adults only 18+,473,129,5,0,0,4.1
Travel & Local,159.57,10000000,9.99,Adults only 18+,5721,563,3,0,0,4.3
Lifestyle,26.39,1000,0.0,Everyone,11315,418,3,0,1,4.1
Personalization,180.76,500000,0.0,Adults only 18+,1870,554,7,1,1,4.3
House & Home,134.78,1000,9.99,Teen,2309,318,3,1,0,3.8
News & Magazines,179.61,5000,9.99,Mature 17+,14730,607,3,0,0,4.3
Health & Fitness,89.98,5000000,0.99,Everyone 10+,2225,242,6,0,0,3.9
Auto & Vehicles,87.95,100000,0.0,Adults only 18+,1745,356,2,1,1,4.2
Events,157.12,1000,0.0,Everyone,45715,573,4,1,1,4.0
Maps & Navigation,19.57,5000,9.99,Everyone,178,438,5,0,0,4.1
Travel & Local,104.65,500000,2.99,Adults only 18+,4724,458,2,0,0,4.1
House & Home,167.44,5000,0.0,Mature 17+,427,442,7,1,1,3.6
Social,166.21,1000000,0.0,Adults only 18+,21845,228,4,1,1,4.2
Game,191.27,5000,0.0,Everyone,10511,408,3,0,1,4.2
Photography,139.96,5000,2.99,Everyone 10+,590,277,1,1,0,3.9
House & Home,42.35,10000,0.0,Mature 17+,11465,18,3,1,1,3.9
Travel & Local,5.04,100,2.99,Adults only 18+,1576,311,4,1,0,3.9
Lifestyle,96.4,100000,4.99,Everyone 10+,8216,324,8,0,0,4.5
Business,103.23,1000000,0.0,Adults only 18+,13283,47,4,1,1,4.3
Tools,48.81,50000000,4.99,Mature 17+,1929,530,1,1,0,3.3
Books & Reference,25.81,1000000,1.99,Everyone,8247,713,6,1,0,4.0
Entertainment,117.66,100,0.0,Mature 17+,7337,500,2,1,1,3.6
Lifestyle,153.09,50000,0.99,Teen,29688,192,8,1,0,4.3
Entertainment,198.64,1000,9.99,Adults only 18+,65394,49,6,1,0,3.9
Lifestyle,151.9,5000,0.0,Everyone 10+,12752,94,1,1,1,3.8
Music & Audio,158.93,500000,0.0,Everyone 10+,23161,167,3,1,1,4.5
Photography,123.68,5000,0.0,Mature 17+,12491,494,5,0,1,4.3
Business,197.2,500000,0.0,Mature 17+,25077,254,2,0,1,4.5
Comics,128.35,5000,2.99,Mature 17+,6815,57,5,1,0,4.0
Auto & Vehicles,172.19,1000000,0.0,Everyone 10+,11238,6,7,0,1,4.5
Food & Drink,189.21,50000,0.0,Everyone,22385,238,5,1,1,4.1
Events,186.04,100,9.99,Everyone 10+,30025,224,2,1,0,3.8
Personalization,76.9,5000000,0.0,Everyone,300,590,3,0,1,4.0
Libraries & Demo,16.65,500,0.99,Mature 17+,1317,20,6,0,0,4.0
Video Players,35.2,100000,9.99,Teen,32114,204,7,1,0,4.1
Events,12.79,5000000,0.0,Everyone 10+,10086,142,4,1,1,4.5
Libraries & Demo,21.97,100000,0.0,Mature 17+,55495,376,3,1,1,4.0
Dating,37.75,1000,0.0,Everyone 10+,18879,407,6,0,1,4.2
Books & Reference,68.88,100,2.99,Mature 17+,20454,80,4,0,0,3.8
Books & Reference,109.16,500000,0.0,Everyone 10+,5856,210,4,1,1,4.3
Productivity,142.62,5000000,0.0,Adults only 18+,3573,312,2,1,1,4.2
Beauty,42.97,10000000,0.0,Everyone 10+,10943,377,2,1,1,4.4
Weather,134.83,10000000,0.0,Adults only 18+,25347,40,1,0,1,4.6
Beauty,141.15,5000000,2.99,Everyone,15522,353,6,1,0,4.0
Social,112.17,100000,0.0,Everyone 10+,7668,453,7,1,1,4.0
Tools,180.82,5000000,0.0,Everyone,16790,423,8,1,1,4.1
Weather,23.09,500000,0.0,Teen,14070,714,5,0,1,4.2
Medical,36.25,100,9.99,Adults only 18+,29309,86,5,1,0,4.6
News & Magazines,86.3,1000,0.99,Everyone 10+,3671,555,5,1,0,3.6
Business,26.22,500,0.0,Everyone,1525,236,8,0,1,4.3
Maps & Navigation,113.69,100,0.0,Mature 17+,7620,415,5,0,1,3.9
Sports,80.28,10000,0.0,Everyone,5376,582,8,0,1,4.3
Parenting,57.63,1000,9.99,Everyone 10+,44200,356,8,0,0,4.6
News & Magazines,34.83,5000000,0.0,Teen,90,643,1,1,1,3.7
Comics,67.73,500000,0.0,Adults only 18+,32506,644,4,0,1,4.4
Art & Design,121.98,50000,0.0,Mature 17+,37234,248,1,0,1,4.3
Business,115.58,5000000,0.0,Everyone,628,667,6,1,1,3.8
Finance,33.56,1000000,9.99,Everyone 10+,26440,601,7,0,0,4.5
Shopping,25.86,1000000,0.0,Everyone 10+,7636,229,2,0,1,4.6
Health & Fitness,6.31,10000000,1.99,Adults only 18+,17437,539,3,1,0,4.1
Shopping,3.47,50000,0.0,Mature 17+,991,361,4,1,1,4.3
Social,176.08,500,0.99,Everyone,37268,175,4,1,0,4.2
Education,9.97,1000000,0.0,Everyone,11224,374,1,1,1,4.2
Shopping,146.51,500,2.99,Everyone,27475,61,2,0,0,4.6
Parenting,174.53,1000,1.99,Adults only 18+,13412,170,2,1,0,4.0
Travel & Local,20.51,50000,4.99,Adults only 18+,9235,507,8,1,0,4.1
Lifestyle,87.82,500,4.99,Mature 17+,2272,414,6,1,0,4.3
Shopping,192.5,10000,0.0,Everyone,2352,116,7,0,1,4.5
Art & Design,166.99,500,0.0,Everyone,7677,175,4,1,1,3.9
Dating,98.45,50000000,9.99,Mature 17+,24524,424,1,0,0,4.0
House & Home,152.75,5000,4.99,Mature 17+,1469,128,5,0,0,4.2
Parenting,166.84,10000000,0.99,Mature 17+,77142,489,8,1,0,4.4
Health & Fitness,70.26,10000000,0.0,Everyone 10+,25041,5,4,0,1,4.8
Shopping,178.54,1000,0.0,Mature 17+,5982,326,5,1,1,3.9
Sports,94.62,10000,0.0,Teen,3502,698,3,0,1,3.9
Personalization,106.03,50000,9.99,Adults only 18+,30612,172,2,1,0,4.2
Health & Fitness,199.94,100000,0.0,Mature 17+,1578,199,8,1,1,4.0
Photography,168.82,5000000,0.0,Everyone 10+,5119,231,4,1,1,4.4
Auto & Vehicles,72.99,500000,0.0,Teen,1052,627,3,0,1,4.2
Shopping,3.06,1000000,2.99,Everyone 10+,36810,333,5,1,0,4.1
Health & Fitness,125.61,5000,4.99,Everyone 10+,11536,466,4,0,0,4.4
Communication,141.08,5000,1.99,Everyone 10+,4917,424,3,0,0,3.6
Beauty,130.51,100000,1.99,Everyone 10+,3867,313,4,1,0,4.1
Personalization,193.6,50000000,0.0,Everyone,7046,523,3,0,1,4.6
Maps & Navigation,172.73,5000000,0.0,Adults only 18+,1150,424,3,0,1,4.3
House & Home,90.32,5000000,0.0,Everyone,26416,616,5,1,1,4.4
Productivity,13.51,10000000,0.0,Teen,8583,175,2,0,1,4.7
Sports,95.74,1000000,0.0,Everyone,15496,374,1,0,1,4.5
Entertainment,138.16,10000000,4.99,Teen,3195,632,3,1,0,4.0
Lifestyle,121.93,500,0.0,Mature 17+,8408,237,2,1,1,4.0
Parenting,108.09,10000000,0.0,Teen,2845,443,6,1,1,4.5
Shopping,94.29,50000,0.0,Everyone,20320,38,1,1,1,4.4
Productivity,59.46,5000000,2.99,Everyone,17915,539,5,0,0,4.7
Lifestyle,56.19,5000000,0.0,Teen,1925,635,4,0,1,4.5
Food & Drink,100.55,500000,0.0,Everyone,929,156,2,1,1,3.8
Music & Audio,32.96,10000,0.0,Teen,20861,729,7,0,1,4.1
Productivity,68.8,10000,1.99,Everyone 10+,1394,194,8,1,0,3.6
Books & Reference,65.47,500000,0.0,Adults only 18+,9542,161,4,1,1,3.9
Entertainment,117.84,100,0.0,Teen,9175,640,4,0,1,3.6
Beauty,14.27,50000,0.99,Everyone 10+,2722,690,8,1,0,3.4
Maps & Navigation,166.1,5000000,2.99,Everyone 10+,10739,126,1,0,0,4.3
Parenting,112.91,1000000,4.99,Everyone 10+,8384,686,6,0,0,4.5
Dating,134.49,50000000,0.0,Everyone 10+,8540,547,8,0,1,4.4
Medical,140.92,50000,0.0,Teen,5350,239,2,1,1,4.5
Comics,59.01,100000,0.0,Everyone,21874,41,3,0,1,4.5
Shopping,94.6,5000,0.0,Everyone 10+,1058,186,6,0,1,4.3
Comics,191.29,50000000,4.99,Mature 17+,6928,461,1,0,0,4.4
Game,153.57,5000000,9.99,Everyone 10+,3610,695,2,1,0,3.7
Parenting,193.94,100,0.0,Everyone,22641,389,3,0,1,4.2
News & Magazines,149.5,1000000,0.0,Everyone,3060,261,7,1,1,4.2
Comics,35.94,50000000,0.0,Adults only 18+,17482,406,8,0,1,4.3
Comics,13.84,50000,0.0,Adults only 18+,11346,546,7,0,1,4.3
Books & Reference,115.95,1000,0.0,Everyone 10+,24933,449,4,0,1,3.9
Travel & Local,72.2,5000,1.99,Everyone 10+,10811,699,5,1,0,4.2
Events,55.82,5000000,0.0,Adults only 18+,9756,401,5,1,1,4.4
Travel & Local,161.63,50000000,0.0,Everyone 10+,19381,307,1,1,1,4.7
Video Players,74.03,50000,2.99,Mature 17+,9920,137,6,0,0,4.2
Photography,64.08,50000,0.99,Teen,22337,202,7,0,0,4.1
Education,170.15,50000000,0.0,Adults only 18+,607,655,3,0,1,3.9
Beauty,169.41,1000000,0.0,Adults only 18+,8202,621,3,1,1,4.5
Video Players,71.92,5000,9.99,Everyone,20100,157,8,1,0,4.2
Photography,166.67,10000,9.99,Everyone 10+,22635,255,8,1,0,3.8
Video Players,170.3,10000,0.0,Adults only 18+,21553,181,5,0,1,4.5
Comics,85.36,1000,0.0,Adults only 18+,11128,409,3,1,1,4.0
Auto & Vehicles,14.23,500,0.0,Mature 17+,61335,28,2,0,1,4.2
Music & Audio,1.32,500000,0.0,Everyone 10+,2402,663,2,0,1,4.6
Sports,105.14,5000000,1.99,Teen,2301,612,5,0,0,4.1
Events,69.47,1000000,0.0,Mature 17+,400,515,4,0,1,4.3
Books & Reference,199.43,5000000,0.0,Teen,54492,545,4,0,1,4.5
House & Home,154.71,10000000,0.99,Everyone,5133,199,4,1,0,4.9
Comics,152.49,1000000,0.0,Adults only 18+,17229,69,5,1,1,4.3
Travel & Local,191.09,10000,0.0,Mature 17+,739,602,1,0,1,3.6
Auto & Vehicles,177.66,10000000,2.99,Teen,4258,17,7,1,0,4.2
House & Home,64.32,1000000,0.0,Everyone 10+,11733,546,7,0,1,4.7
Events,34.03,5000,9.99,Everyone,8928,60,3,0,0,4.4
Dating,149.43,500,2.99,Everyone,2795,184,2,1,0,3.6
Shopping,76.28,1000,1.99,Adults only 18+,7430,365,6,0,0,4.3
Business,95.16,100,0.0,Adults only 18+,1382,434,7,1,1,4.3
Comics,126.45,10000,0.0,Teen,9389,199,2,0,1,4.7
Shopping,181.67,100,0.99,Teen,1224,232,6,1,0,4.0
Books & Reference,84.4,50000000,0.99,Everyone,12125,723,8,0,0,4.7
Medical,156.88,10000000,1.99,Teen,2026,368,8,0,0,4.1
Music & Audio,54.4,100,0.0,Adults only 18+,9505,430,1,1,1,4.1
Game,139.9,10000000,0.0,Everyone,1659,564,8,0,1,4.1
Music & Audio,1.31,10000000,0.99,Everyone,6144,119,3,0,0,4.2
Finance,174.43,100000,0.0,Everyone 10+,5203,330,4,1,1,3.9
Art & Design,7.05,500,2.99,Everyone 10+,16947,215,6,1,0,3.9
Shopping,142.84,500000,0.0,Teen,12299,322,2,1,1,4.3
Health & Fitness,10.21,50000,4.99,Teen,33192,149,7,0,0,4.4
Events,53.98,5000,0.0,Adults only 18+,30599,408,7,0,1,4.6
Food & Drink,99.94,1000000,0.0,Adults only 18+,15492,688,8,1,1,4.5
Beauty,84.57,5000000,0.0,Everyone 10+,17667,377,4,0,1,4.4
Game,39.18,500000,0.0,Everyone,11767,320,4,1,1,4.1
Comics,67.43,5000000,0.0,Mature 17+,14119,5,5,1,1,4.5
Entertainment,145.81,1000,0.0,Mature 17+,11524,402,5,0,1,4.1
Business,134.18,1000,0.0,Teen,4483,628,3,0,1,4.4
Personalization,15.29,5000,0.0,Mature 17+,5182,203,8,0,1,3.9
Entertainment,149.72,1000000,0.0,Mature 17+,10260,37,2,1,1,4.2
Auto & Vehicles,11.56,1000000,0.0,Everyone 10+,15283,54,5,0,1,4.2
Food & Drink,109.04,10000,2.99,Everyone,6253,288,3,0,0,4.3
Auto & Vehicles,52.75,50000000,0.0,Adults only 18+,1847,284,1,1,1,4.3
Music & Audio,117.95,1000000,4.99,Everyone 10+,7381,598,4,0,0,4.4
Art & Design,53.0,50000,2.99,Adults only 18+,39623,45,2,1,0,4.3
Education,197.01,500000,1.99,Everyone 10+,2891,284,2,0,0,4.4
Lifestyle,62.64,10000000,1.99,Everyone 10+,12566,582,3,1,0,3.9
Education,49.15,500000,0.0,Mature 17+,48575,42,5,0,1,4.9
Events,56.41,50000000,0.0,Adults only 18+,5664,417,4,0,1,4.3
House & Home,179.4,5000000,0.0,Everyone 10+,26259,272,4,1,1,4.5
Photography,127.61,100000,0.0,Mature 17+,23942,141,2,0,1,4.2
Travel & Local,146.41,5000,1.99,Teen,4969,571,2,0,0,3.8
Video Players,183.68,5000,0.0,Adults only 18+,1245,47,8,0,1,4.3
Business,182.46,50000,4.99,Everyone 10+,2360,167,4,1,0,4.4
Health & Fitness,148.05,1000000,4.99,Teen,5464,622,1,0,0,4.2
Events,40.37,100000,1.99,Mature 17+,38370,126,3,1,0,4.8
Education,168.83,10000,0.0,Everyone 10+,3850,472,1,0,1,4.6
Finance,41.55,10000,2.99,Mature 17+,31385,621,5,1,0,4.0
Art & Design,148.84,500000,0.0,Mature 17+,2401,677,8,1,1,4.2
Parenting,137.44,50000,4.99,Mature 17+,42004,370,1,0,0,4.4
Tools,152.02,100,0.0,Adults only 18+,4171,588,1,1,1,3.0
Dating,107.0,100,0.0,Teen,12032,7,5,1,1,3.6
Events,128.11,1000000,0.0,Teen,867,698,6,1,1,4.1
Health & Fitness,190.71,500000,0.0,Everyone,4274,276,7,0,1,4.7
Travel & Local,21.12,50000,0.0,Everyone 10+,2839,591,7,1,1,4.2
News & Magazines,62.46,100,0.0,Mature 17+,41,65,6,1,1,3.6
Business,122.66,500,0.0,Everyone 10+,2046,627,8,0,1,4.7
